,Match_addr,County,Postal,PostalExt,Country,X,Y,>1,Pop 1 mile,Particulate Matter (PM 2.5 in ug/m3),Ozone (ppb),NATA Diesel PM (ug/m3),NATA Air Toxics Cancer Risk (risk per MM),NATA Respiratory Hazard Index,Traffic Proximity and Volume (daily traffic count/distance to road),Lead Paint Indicator (% pre-1960s housing),Superfund Proximity (site count/km distance),RMP Proximity (facility count/km distance),Hazardous Waste Proximity (facility count/km distance),Wastewater Discharge Indicators (toxicity-weighted concentration/m distance),Demographic Index,Minority Population,Low Income Population,Linguistically Isolated Population,Population with Less Than High School Education,Population under Age 5,Population over Age 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,"220 Mitchell St N, Ahoskie, North Carolina, 27910",Hertford County,27910,3032,USA,-76.985523,36.287523,,3769,7.22,39,0.17,28,0.37,0,0.33,0.014,0.063,0.059,0,58%,65%,52%,1%,20%,6%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,"743 New Hope Church Rd, Como, North Carolina, 27818",Hertford County,27818,9524,USA,-77.028183,36.538011,,49,7.47,39,0.166,28,0.38,3.3,0.3,0.019,0.11,0.29,1.2,30%,35%,24%,0%,15%,7%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,"709 NC-305, Aulander, North Carolina, 27805",Hertford County,27805,NA,USA,-77.13339547,36.26189928,,22,7.33,39.1,0.15,28,0.36,0,0.23,0.013,0.062,0.05,0,33%,23%,43%,0%,29%,3%,26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,"x=-76.866147, y=36.361909",Hertford County,27922,NA,USA,-76.87397446,36.35822152,,92,7.22,38.9,0.146,27,0.36,0.04,0.13,0.016,0.095,0.13,0.0002,64%,74%,54%,0%,25%,4%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,"1328 Benthall Bridge Rd, Ahoskie, North Carolina, 27910",Hertford County,27910,8092,USA,-77.1046695,36.365571,2,249,7.34,39.1,0.149,28,0.36,4.5,0.09,0.014,0.07,0.07,2.80E-06,58%,74%,42%,0%,23%,5%,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,"1328 Benthall Bridge Rd, Ahoskie, North Carolina, 27910",Hertford County,27910,8092,USA,-77.1046695,36.365571,2,249,7.34,39.1,0.149,28,0.36,4.5,0.09,0.014,0.07,0.07,2.80E-06,58%,74%,42%,0%,23%,5%,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,"303 Wiccacon Rd, Cofield, North Carolina, 27922",Hertford County,27922,9537,USA,-76.81998004,36.32964571,,23,7.22,38.9,0.146,27,0.36,0,0.22,0.015,0.34,0.14,0.00021,56%,71%,40%,0%,26%,3%,35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,"113 Hope Dr, Ahoskie, North Carolina, 27910",Hertford County,27910,8331,USA,-76.9540687,36.36933492,,151,7.22,38.9,0.146,27,0.36,4.7,0.13,0.016,0.071,0.087,0.00029,63%,79%,45%,0%,19%,7%,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,"Cullen Rd, Harrellsville, North Carolina, 27942",Hertford County,27942,NA,USA,-76.7413032,36.27723692,,35,7.22,38.9,0.146,27,0.36,0,0.22,0.015,0.34,0.14,0.00021,56%,71%,40%,0%,26%,3%,35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,"1328 Benthall Bridge Rd, Ahoskie, North Carolina, 27910",Hertford County,27910,8092,USA,-77.1046695,36.365571,2,249,7.34,39.1,0.149,28,0.36,4.5,0.09,0.014,0.07,0.07,2.80E-06,58%,74%,42%,0%,23%,5%,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,"205 Whitley Rd, Como, North Carolina, 27818",Hertford County,27818,9520,USA,-77.06539016,36.52574115,,78,7.36,39,0.146,28,0.37,0.0036,0.2,0.018,0.064,0.068,0.00082,45%,44%,45%,0%,15%,1%,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,"105 Hollowell Rd, Aulander, North Carolina, 27805",Hertford County,27805,9634,USA,-77.0785759,36.25888043,,261,7.33,39.1,0.151,28,0.36,0,0.22,0.013,0.062,0.05,0,34%,24%,43%,0%,29%,3%,26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,"339 Sthy 42 West, Ahoskie, North Carolina, 27910",Hertford County,27910,NA,USA,-77.0228685,36.27972,,426,7.24,39.1,0.185,28,0.37,0,0.27,0.013,0.056,0.052,0,51%,59%,45%,0%,17%,6%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,"303 Christian Harbor Rd, Harrellsville, North Carolina, 27942",Hertford County,27942,9607,USA,-76.74952052,36.26270894,,78,7.22,38.9,0.146,27,0.36,0,0.22,0.015,0.34,0.14,0.00021,56%,71%,40%,0%,26%,3%,35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,"192 NC-11, Ahoskie, North Carolina, 27910",Hertford County,27910,8037,USA,-76.99812272,36.33852241,,399,7.32,39.1,0.149,27,0.36,0.24,0.082,0.014,0.057,0.058,1.90E-07,52%,69%,35%,0%,21%,4%,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,"150 Somerset Dr, Aulander, North Carolina, 27805",Hertford County,27805,9600,USA,-77.0793525,36.269091,,108,7.32,39.1,0.152,28,0.36,0,0.22,0.013,0.062,0.05,0,34%,26%,43%,0%,28%,3%,26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,"27942, Harrellsville, North Carolina",Hertford County,27942,NA,USA,-76.7482456,36.2805247,,86,7.22,38.9,0.146,27,0.36,0,0.22,0.015,0.34,0.14,0.00021,56%,71%,40%,0%,26%,3%,35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,"1102 New Hope Church Rd, Como, North Carolina, 27818",Hertford County,27818,9624,USA,-77.04705125,36.526855,,85,7.36,39,0.146,28,0.37,0.0036,0.2,0.018,0.064,0.068,0.00082,45%,44%,45%,0%,15%,1%,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,"821 New Hope Church Rd, Como, North Carolina, 27818",Hertford County,27818,9523,USA,-77.03260197,36.53731377,,53,7.44,39,0.16,28,0.37,2.3,0.27,0.019,0.094,0.23,0.82,34%,38%,30%,0%,15%,5%,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,"740 Buck Branch Rd, Aulander, North Carolina, 27805",Bertie County,27805,9553,USA,-77.1704688,36.24007529,,27,7.33,39.1,0.15,28,0.36,0,0.23,0.013,0.062,0.05,0,33%,23%,43%,0%,29%,3%,26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,"117 Somerset Dr, Aulander, North Carolina, 27805",Hertford County,27805,9600,USA,-77.085504,36.269514,,106,7.33,39.1,0.15,28,0.36,0,0.23,0.013,0.062,0.05,0,33%,23%,43%,0%,29%,3%,26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,"1104 Boones Bridge Road, Como, North Carolina, 27818",Hertford County,27818,NA,USA,-77.12586665,36.53936075,,15,7.36,39,0.146,28,0.37,0.0036,0.2,0.018,0.064,0.068,0.00082,45%,44%,45%,0%,15%,1%,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,"109 Rachael Way, #C, Como, North Carolina, 27818",Hertford County,27818,9623,USA,-77.029659,36.536004,,39,7.47,39,0.165,28,0.37,3.1,0.3,0.019,0.1,0.29,1.1,30%,35%,25%,0%,15%,6%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,"109 Rachael Way, #B, Como, North Carolina, 27818",Hertford County,27818,9623,USA,-77.027472,36.53613,,49,7.47,39,0.166,28,0.38,3.3,0.3,0.019,0.11,0.29,1.2,30%,35%,24%,0%,15%,7%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,"150 Drewery Rd, Como, North Carolina, 27818",Hertford County,27818,9607,USA,-77.14030454,36.53695172,,25,7.41,39,0.155,28,0.37,0.0021,0.27,0.017,0.063,0.1,0.091,45%,48%,42%,1%,21%,3%,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,"932 Boones Bridge Rd, Como, North Carolina, 27818",Hertford County,27818,9507,USA,-77.1148888,36.53831305,,63,7.36,39,0.146,28,0.37,0.0036,0.2,0.018,0.064,0.068,0.00082,45%,44%,45%,0%,15%,1%,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,"221 Pleasant Grove Rd, Aulander, North Carolina, 27805",Hertford County,27805,9723,USA,-77.15008923,36.28437521,,13,7.33,39.1,0.15,28,0.36,0,0.23,0.013,0.062,0.05,0,33%,23%,43%,0%,29%,3%,26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,"106 N 2nd St, Murfreesboro, North Carolina, 27855",Hertford County,27855,1246,USA,-77.09311152,36.44329847,,2000,7.36,39,0.146,28,0.37,3.7,0.36,0.015,0.092,0.092,6.90E-06,51%,62%,40%,1%,14%,5%,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,"833 Statesville Rd, Como, North Carolina, 27818",Hertford County,27818,9516,USA,-77.05228523,36.5232527,,61,7.36,39,0.146,28,0.37,0.0036,0.2,0.018,0.064,0.068,0.00082,45%,44%,45%,0%,15%,1%,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,"442 Buckhorn Church Rd, Como, North Carolina, 27818",Hertford County,27818,9530,USA,-77.01599941,36.52802118,,42,7.36,39,0.146,28,0.37,0.0036,0.2,0.018,0.064,0.068,0.00082,45%,44%,45%,0%,15%,1%,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,"1812 US Highway 258 N, Como, North Carolina, 27818",Hertford County,27818,9539,USA,-76.9738005,36.532746,,164,7.36,39,0.146,28,0.37,0.0036,0.2,0.018,0.064,0.068,0.00082,45%,44%,45%,0%,15%,1%,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,"27818, Como, North Carolina",Hertford County,27818,NA,USA,-77.002423,36.4815517,,5,7.36,39,0.146,28,0.37,0.0036,0.2,0.018,0.064,0.068,0.00082,45%,44%,45%,0%,15%,1%,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,"228 Statesville Rd, Como, North Carolina, 27818",Hertford County,27818,9566,USA,-77.05584498,36.48130605,,234,7.36,39,0.146,28,0.37,0.0036,0.2,0.018,0.064,0.068,0.00082,45%,44%,45%,0%,15%,1%,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,"329 Statesville Rd, Como, North Carolina, 27818",Hertford County,27818,9565,USA,-77.05102301,36.4877078,,240,7.36,39,0.146,28,0.37,0.0036,0.2,0.018,0.064,0.068,0.00082,45%,44%,45%,0%,15%,1%,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,"1109 Boones Bridge Road, #B, Como, North Carolina, 27818",Hertford County,27818,NA,USA,-77.1255495,36.533079,,35,7.36,39,0.146,28,0.37,0.0036,0.2,0.018,0.064,0.068,0.00082,45%,44%,45%,0%,15%,1%,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,"224 Farm Rd, Kelford, North Carolina, 27847",Bertie County,27847,9642,USA,-77.14641234,36.14584792,,65,7.2,39.6,0.136,27,0.35,0.87,0.23,0.016,0.22,0.034,0.00085,69%,77%,61%,0%,24%,2%,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,"1328 Benthall Bridge Rd, Ahoskie, North Carolina, 27910",Hertford County,27910,8092,USA,-77.1046695,36.365571,1.5,196,7.34,39.1,0.149,28,0.36,5.5,0.091,0.014,0.073,0.073,3.40E-06,60%,76%,44%,0%,24%,6%,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,"749 New Hope Church Rd, Como, North Carolina, 27818",Hertford County,27818,9524,USA,-77.02910684,36.53820833,,49,7.47,39,0.166,28,0.38,3.3,0.3,0.019,0.11,0.29,1.2,30%,35%,24%,0%,15%,7%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,"214 Drewery Rd, Como, North Carolina, 27818",Hertford County,27818,9625,USA,-77.14022304,36.54007716,,25,7.41,39,0.155,28,0.37,0.0021,0.27,0.017,0.063,0.1,0.091,45%,48%,42%,1%,21%,3%,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,"27805, Aulander, North Carolina",Bertie County,27805,NA,USA,-77.0812779,36.1647638,,40,7.15,39.3,0.136,27,0.35,0,0.098,0.014,0.067,0.04,0,51%,60%,42%,0%,26%,3%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,"206 Drewery Rd, Como, North Carolina, 27818",Hertford County,27818,9625,USA,-77.1402382,36.53969407,,25,7.41,39,0.155,28,0.37,0.0021,0.27,0.017,0.063,0.1,0.091,45%,48%,42%,1%,21%,3%,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,"27805, Aulander, North Carolina",Bertie County,27805,NA,USA,-77.0812779,36.1647638,,40,7.15,39.3,0.136,27,0.35,0,0.098,0.014,0.067,0.04,0,51%,60%,42%,0%,26%,3%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,"1354 Benthall Bridge Rd, Ahoskie, North Carolina, 27910",Hertford County,27910,8092,USA,-77.11301724,36.35951724,,54,7.33,39.1,0.15,28,0.36,0,0.08,0.014,0.056,0.057,7.50E-08,52%,68%,36%,0%,22%,3%,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,"651 Cullen Rd, Harrellsville, North Carolina, 27942",Hertford County,27942,9766,USA,-76.72520681,36.27992493,,24,7.22,38.9,0.146,27,0.36,0,0.22,0.015,0.34,0.14,0.00021,56%,71%,40%,0%,26%,3%,35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,"122 Leisure Shore Rd, Como, North Carolina, 27818",Hertford County,27818,9597,USA,-77.01939123,36.46038305,,122,7.36,39,0.146,28,0.37,0.0036,0.2,0.018,0.064,0.068,0.00082,45%,44%,45%,0%,15%,1%,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,"136 Vaughans Creek Rd, Murfreesboro, North Carolina, 27855",Hertford County,27855,NA,USA,-77.11458322,36.46306635,,91,7.36,39,0.146,28,0.37,2,0.25,0.015,0.11,0.11,6.10E-06,70%,77%,62%,2%,30%,1%,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,"233 Sthy 561 West, Ahoskie, North Carolina, 27910",Hertford County,27910,NA,USA,-77.014458,36.298413,,354,7.25,39.1,0.18,28,0.37,0,0.32,0.014,0.058,0.056,9.40E-09,43%,54%,32%,0%,14%,6%,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,"1213 Swains Mill Rd, Harrellsville, North Carolina, 27942",Hertford County,27942,9739,USA,-76.72815127,36.27709227,,44,7.22,38.9,0.146,27,0.36,0,0.22,0.015,0.34,0.14,0.00021,56%,71%,40%,0%,26%,3%,35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,"208 Vaughans Creek Rd, Murfreesboro, North Carolina, 27855",Hertford County,27855,9303,USA,-77.10999674,36.46036319,,91,7.36,39,0.146,28,0.37,2,0.25,0.015,0.11,0.11,6.10E-06,70%,77%,62%,2%,30%,1%,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,"120 Joe Holloman Rd, Aulander, North Carolina, 27805",Hertford County,27805,NA,USA,-77.07708537,36.25701358,,261,7.33,39.1,0.151,28,0.36,0,0.22,0.013,0.062,0.05,0,34%,24%,43%,0%,29%,3%,26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,"416 Roundtree Rd, Harrellsville, North Carolina, 27942",Hertford County,27942,8000,USA,-76.76110096,36.28564635,,158,7.22,38.9,0.146,27,0.36,0,0.22,0.015,0.34,0.14,0.00021,56%,71%,40%,0%,26%,3%,35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,"1536 Sthy 561 West, Aulander, North Carolina, 27805",Hertford County,27805,NA,USA,-77.1255855,36.301032,,192,7.33,39.1,0.15,28,0.36,0,0.23,0.013,0.062,0.05,0,33%,23%,43%,0%,29%,3%,26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,"919 Boones Bridge Rd, Como, North Carolina, 27818",Hertford County,27818,9507,USA,-77.11146251,36.53766215,,63,7.36,39,0.146,28,0.37,0.0036,0.2,0.018,0.064,0.068,0.00082,45%,44%,45%,0%,15%,1%,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
